Temperatura,Fluxo de calor,Temperatura,Fluxo de calor,Temperatura,Fluxo de calor,Temperatura,Fluxo de calor
º C,W/g,º C,W/g,º C,W/g,º C,W/g
20 ºC/min,20 ºC/min,15 ºC/min,15 ºC/min,10 ºC/min,10 ºC/min,5 ºC/min,5 ºC/min
,,"128,4372","-0,7190711","112,3064","-0,4051851","98,81459","-0,07834807"
,,"128,4868","-0,7191598","112,3402","-0,405956","98,83976","-0,07870075"
,,"128,536","-0,7192478","112,3736","-0,4067088","98,85592","-0,0789198"
,,"128,5864","-0,719335","112,4062","-0,4073745","98,87251","-0,07914066"
,,"128,6367","-0,7194218","112,4398","-0,4081762","98,88988","-0,07935718"
,,"128,6868","-0,7195078","112,4727","-0,408936","98,90601","-0,07956493"
,,"128,7361","-0,7195932","112,5066","-0,4097143","98,93059","-0,07985015"
,,"128,7869","-0,7196796","112,5393","-0,4103606","98,9558","-0,08016053"
,,"128,8366","-0,7197669","112,5722","-0,4110256","98,9725","-0,08038762"
,,"128,8863","-0,7198548","112,6057","-0,4117734","98,98876","-0,08061274"
,,"128,9365","-0,7199439","112,6384","-0,4125576","99,00551","-0,08082884"
,,"128,987","-0,720035","112,6715","-0,4132156","99,02243","-0,08103889"
,,"129,0374","-0,720133","112,7046","-0,4139426","99,04664","-0,08135664"
,,"129,0872","-0,7202572","112,7376","-0,41464","99,07169","-0,08166132"
,,"129,1377","-0,7203988","112,7709","-0,4152544","99,08863","-0,08184602"
,,"129,1871","-0,7205706","112,8043","-0,4158924","99,10566","-0,08201581"
,,"129,2374","-0,7207545","112,837","-0,4166118","99,12128","-0,08218075"
,,"129,2874","-0,7209406","112,8705","-0,4172686","99,13832","-0,08234968"
,,"129,3372","-0,7211243","112,9034","-0,4178929","99,16349","-0,0825895"
,,"129,3873","-0,7213085","112,9373","-0,4184665","99,18805","-0,08281602"
,,"129,4373","-0,7215142","112,9702","-0,4191484","99,20431","-0,0829502"
,,"129,4874","-0,7217226","113,0027","-0,4198462","99,21994","-0,08308476"
,,"129,5367","-0,721935","113,0364","-0,4205006","99,23764","-0,08321246"
,,"129,5869","-0,7221312","113,0694","-0,421099","99,25493","-0,08333576"
,,"129,6367","-0,7223339","113,103","-0,4216684","99,27111","-0,0834764"
,,"129,6875","-0,7225289","113,1356","-0,4222642","99,29578","-0,0837166"
,,"129,7368","-0,7227115","113,1678","-0,422904","99,32066","-0,08397194"
,,"129,7874","-0,7228913","113,2017","-0,423553","99,33718","-0,08417412"
,,"129,8373","-0,7230572","113,2352","-0,4241947","99,35401","-0,08439738"
,,"129,8866","-0,7232049","113,2682","-0,4247818","99,37137","-0,0846387"
,,"129,9369","-0,7233369","113,3008","-0,4254226","99,38797","-0,08489032"
,,"129,9867","-0,7234609","113,3345","-0,4260413","99,41207","-0,08529902"
,,"130,037","-0,7235794","113,3678","-0,42663","99,43726","-0,08571662"
,,"130,087","-0,723692","113,4007","-0,4271184","99,45374","-0,08596938"
,,"130,1372","-0,7237988","113,4337","-0,4276676","99,47103","-0,08622126"
,,"130,187","-0,7239014","113,4673","-0,4282128","99,48712","-0,08646542"
,,"130,2366","-0,7240022","113,5004","-0,4287618","99,50304","-0,08668957"
,,"130,2874","-0,7241025","113,5339","-0,4293441","99,52829","-0,0870316"
,,"130,3365","-0,7242022","113,5668","-0,429963","99,55372","-0,08739922"
,,"130,3873","-0,7243061","113,5994","-0,4305269","99,56984","-0,08761568"
,,"130,4376","-0,7244281","113,6326","-0,4311308","99,58758","-0,08781949"
,,"130,4868","-0,724545","113,6666","-0,4317178","99,60411","-0,08801964"
,,"130,537","-0,724651","113,6999","-0,4322756","99,62059","-0,08821679"
,,"130,5867","-0,7247519","113,7317","-0,4327722","99,64511","-0,0884922"
,,"130,6367","-0,724853","113,766","-0,4332919","99,66992","-0,08876015"
,,"130,6869","-0,7249538","113,7986","-0,4338172","99,68652","-0,08894158"
,,"130,7368","-0,7250544","113,8326","-0,4343562","99,70297","-0,08912451"
,,"130,7886","-0,7251556","113,8653","-0,4348326","99,71951","-0,08929005"
,,"130,8378","-0,7252563","113,8986","-0,4352926","99,73598","-0,08944699"
,,"130,8868","-0,7253568","113,9325","-0,435786","99,761","-0,08968091"
,,"130,9368","-0,7254571","113,9645","-0,4362926","99,78553","-0,08991905"
,,"130,9866","-0,7255578","113,9985","-0,4368837","99,8025","-0,09006603"
,,"131,0371","-0,725658","114,0315","-0,4374722","99,81842","-0,09020184"
,,"131,0874","-0,725758","114,0646","-0,4380337","99,83508","-0,09033957"
,,"131,1371","-0,7258576","114,0976","-0,4385834","99,85255","-0,09048282"
,,"131,1868","-0,7259574","114,1308","-0,4391462","99,87725","-0,09069376"
,,"131,2369","-0,7260562","114,1633","-0,4400064","99,90224","-0,0908958"
,,"131,2877","-0,7261545","114,1962","-0,4410701","99,91863","-0,09104585"
,,"131,337","-0,7262524","114,2304","-0,4421564","99,93491","-0,0912283"
,,"131,3867","-0,7263495","114,2634","-0,4431601","99,95139","-0,09145126"
,,"131,4375","-0,7264462","114,2958","-0,4440626","99,96876","-0,09167106"
,,"131,4868","-0,726543","114,3294","-0,4449466","99,9853","-0,09187394"
,,"131,5378","-0,7266402","114,3618","-0,4456332","100,0102","-0,09218556"
,,"131,5881","-0,726738","114,3964","-0,4462119","100,0351","-0,09251398"
,,"131,6381","-0,7268356","114,4288","-0,4467544","100,0513","-0,09272889"
,,"131,6878","-0,7269335","114,4614","-0,4472898","100,0681","-0,09293082"
,,"131,738","-0,7270324","114,4954","-0,447837","100,0857","-0,09313954"
,,"131,7876","-0,7271337","114,528","-0,4484214","100,1015","-0,09337735"
,,"131,8376","-0,727247","114,5604","-0,4488812","100,1268","-0,09372751"
,,"131,8882","-0,727385","114,5944","-0,4492518","100,152","-0,09404718"
,,"131,9376","-0,7275294","114,6279","-0,4496124","100,1683","-0,09426999"
,,"131,9879","-0,7276834","114,661","-0,4500208","100,1846","-0,094514"
,,"132,0385","-0,7278558","114,6934","-0,4504629","100,2012","-0,09476356"
,,"132,0878","-0,7280364","114,7266","-0,450893","100,2172","-0,09500592"
,,"132,1378","-0,7282129","114,7601","-0,4513248","100,2429","-0,09531828"
,,"132,1877","-0,728383","114,7934","-0,4517422","100,2671","-0,09561672"
,,"132,2384","-0,7285507","114,8267","-0,4521814","100,2843","-0,09580814"
,,"132,2871","-0,7287212","114,8596","-0,4525878","100,3006","-0,09600231"
,,"132,3384","-0,7288899","114,8925","-0,4529714","100,3173","-0,09619809"
,,"132,3884","-0,7290537","114,9254","-0,4533563","100,3345","-0,0963807"
,,"132,4385","-0,7292046","114,9593","-0,4537165","100,3586","-0,09667407"
,,"132,4878","-0,7293426","114,992","-0,454042","100,3837","-0,09698113"
,,"132,5384","-0,7294705","115,0254","-0,45443","100,4009","-0,09719001"
,,"132,588","-0,7295874","115,0598","-0,4547913","100,4169","-0,09741056"
,,"132,6375","-0,7296985","115,0924","-0,4551311","100,4337","-0,0976132"
,,"132,6881","-0,7298051","115,1265","-0,455496","100,4505","-0,09780793"
,,"132,738","-0,729911","115,1599","-0,4558248","100,4748","-0,09806952"
,,"132,788","-0,7300162","115,1923","-0,456227","100,5002","-0,09833058"
,,"132,838","-0,7301222","115,2253","-0,4566074","100,5164","-0,09851554"
,,"132,8886","-0,7302289","115,2588","-0,4569746","100,5332","-0,09871076"
,,"132,9382","-0,7303366","115,2914","-0,4573414","100,5488","-0,09889071"
,,"132,988","-0,7304454","115,3253","-0,4577256","100,5659","-0,09905899"
,,"133,038","-0,7305546","115,3584","-0,4580898","100,5909","-0,09933641"
,,"133,0876","-0,7306647","115,3913","-0,4584234","100,6163","-0,09968759"
,,"133,1378","-0,7307753","115,4246","-0,458732","100,6333","-0,09992152"
,,"133,1885","-0,730885","115,4574","-0,4590567","100,6497","-0,1001488"
,,"133,2387","-0,7309942","115,491","-0,4593856","100,666","-0,1003749"
,,"133,2879","-0,7311034","115,524","-0,4597363","100,6832","-0,1006019"
,,"133,3381","-0,7312124","115,5573","-0,4600644","100,6996","-0,1008196"
,,"133,3878","-0,7313207","115,5903","-0,4603816","100,7245","-0,1011536"
,,"133,4384","-0,7314285","115,6242","-0,460692","100,7498","-0,1015049"
,,"133,4886","-0,731536","115,6568","-0,4610326","100,7658","-0,1018036"
,,"133,5372","-0,7316434","115,6904","-0,4613586","100,783","-0,1021034"
,,"133,589","-0,7317509","115,724","-0,4616898","100,7991","-0,102367"
,,"133,6384","-0,731858","115,7566","-0,4620194","100,8151","-0,1026216"
,,"133,6884","-0,7319646","115,79","-0,4623636","100,8405","-0,1030521"
,,"133,7393","-0,7320709","115,8234","-0,4627309","100,8652","-0,103496"
,,"133,7892","-0,7321772","115,8567","-0,4631144","100,881","-0,1037667"
,,"133,8384","-0,7322839","115,8893","-0,4634824","100,8985","-0,1040155"
,,"133,8889","-0,7323905","115,9232","-0,4639395","100,9152","-0,1042399"
,,"133,9381","-0,7324965","115,956","-0,4643224","100,9318","-0,1044583"
,,"133,9884","-0,7326019","115,9899","-0,4646839","100,9564","-0,1047988"
,,"134,039","-0,7327066","116,0234","-0,465125","100,9817","-0,1051073"
,,"134,089","-0,7328101","116,0558","-0,465573","100,9984","-0,1052926"
,,"134,139","-0,7329132","116,0885","-0,4659727","101,0148","-0,1055012"
,,"134,1888","-0,7330152","116,123","-0,4664074","101,0304","-0,105723"
,,"134,2394","-0,7331163","116,1554","-0,4668434","101,0478","-0,1059236"
,,"134,2894","-0,7332165","116,1889","-0,4672603","101,0727","-0,1062236"
,,"134,34","-0,733316","116,2219","-0,4676369","101,0974","-0,1065368"
,,"134,3895","-0,7334144","116,2557","-0,467994","101,114","-0,1067386"
,,"134,4399","-0,7335121","116,2883","-0,4683342","101,1309","-0,1069411"
,,"134,4903","-0,7336094","116,3212","-0,4686422","101,1476","-0,1071391"
,,"134,5395","-0,7337066","116,3541","-0,4690026","101,1639","-0,1073396"
,,"134,589","-0,733804","116,3882","-0,4693554","101,1893","-0,1076383"
,,"134,639","-0,7339024","116,4248","-0,4696734","101,2141","-0,1078963"
,,"134,6894","-0,734002","116,4543","-0,4700188","101,2305","-0,1080552"
,,"134,7392","-0,734103","116,4874","-0,4703447","101,2469","-0,1082307"
,,"134,7896","-0,7342047","116,5214","-0,4706733","101,2635","-0,1084146"
,,"134,8392","-0,7343078","116,5549","-0,4710396","101,2803","-0,1086058"
,,"134,889","-0,7344124","116,5881","-0,4713425","101,3053","-0,1088974"
,,"134,9394","-0,7345178","116,62","-0,4715881","101,3303","-0,1092083"
,,"134,989","-0,7346236","116,6535","-0,4718589","101,3468","-0,1094374"
,,"135,0396","-0,7347293","116,6868","-0,4721441","101,3642","-0,1096568"
,,"135,0893","-0,7348351","116,7205","-0,472424","101,3802","-0,1098805"
,,"135,1391","-0,734942","116,7538","-0,4727244","101,3967","-0,1101183"
,,"135,1894","-0,7350498","116,7869","-0,473003","101,4135","-0,1103867"
,,"135,239","-0,7351584","116,8197","-0,4732524","101,4384","-0,1108454"
,,"135,2888","-0,7352669","116,8537","-0,4735316","101,4633","-0,1112732"
,,"135,3388","-0,735375","116,8863","-0,4738206","101,4805","-0,111515"
,,"135,3889","-0,7354841","116,9199","-0,4740723","101,4958","-0,1117466"
,,"135,4392","-0,7355969","116,9526","-0,474309","101,5133","-0,1120024"
,,"135,4896","-0,7357148","116,9866","-0,4745654","101,5299","-0,1122608"
,,"135,539","-0,7358286","117,0202","-0,4748288","101,5546","-0,1126126"
,,"135,5897","-0,7359405","117,0532","-0,4750779","101,579","-0,1129258"
,,"135,6391","-0,7360528","117,0863","-0,475295","101,596","-0,1131554"
,,"135,6891","-0,7361642","117,1192","-0,4755086","101,6129","-0,1133746"
,,"135,7389","-0,7362762","117,153","-0,475731","101,629","-0,1135665"
,,"135,7891","-0,7363882","117,1857","-0,4759613","101,646","-0,1137491"
,,"135,8392","-0,736501","117,219","-0,4762218","101,6702","-0,1140514"
,,"135,8893","-0,7366137","117,2527","-0,4764772","101,6951","-0,114367"
,,"135,9394","-0,7367266","117,2858","-0,4767065","101,7119","-0,1145804"
,,"135,9888","-0,7368401","117,319","-0,476933","101,729","-0,1147864"
,,"136,0392","-0,736953","117,3527","-0,4771634","101,7444","-0,114996"
,,"136,0885","-0,7370657","117,3857","-0,4774083","101,7616","-0,1152075"
,,"136,1388","-0,7371784","117,4194","-0,4776524","101,7869","-0,1155141"
,,"136,1886","-0,7372916","117,452","-0,477901","101,8119","-0,1158063"
,,"136,2394","-0,7374045","117,4852","-0,4781668","101,8281","-0,1159964"
,,"136,2886","-0,7375175","117,5187","-0,4784794","101,8448","-0,116187"
,,"136,3391","-0,7376304","117,5517","-0,47881","101,861","-0,1163689"
,,"136,3889","-0,7377432","117,5856","-0,4791438","101,878","-0,1165622"
,,"136,4387","-0,7378559","117,6184","-0,4794716","101,9027","-0,1168598"
,,"136,4888","-0,7379682","117,6516","-0,4797854","101,9279","-0,117154"
,,"136,5389","-0,7380801","117,6854","-0,4800781","101,9442","-0,1173435"
,,"136,5887","-0,7381922","117,7182","-0,4803915","101,9608","-0,1175189"
,,"136,6392","-0,738305","117,7513","-0,4807116","101,9774","-0,117694"
,,"136,6882","-0,7384175","117,7849","-0,4810239","101,9944","-0,1178594"
,,"136,739","-0,7385292","117,8183","-0,4812672","102,019","-0,118117"
,,"136,7881","-0,7386401","117,8516","-0,4814877","102,0442","-0,1183969"
,,"136,8386","-0,7387502","117,8849","-0,4817105","102,0603","-0,1186172"
,,"136,8886","-0,7388595","117,9181","-0,481933","102,0764","-0,1188564"
,,"136,9387","-0,7389679","117,9506","-0,4821578","102,0936","-0,1191169"
,,"136,9894","-0,7390754","117,9839","-0,4823966","102,1096","-0,1194031"
,,"137,0394","-0,7391821","118,0178","-0,4826476","102,1269","-0,1196876"
,,"137,0885","-0,7392876","118,0513","-0,4829268","102,1517","-0,1200891"
,,"137,1387","-0,7393926","118,0866","-0,4832278","102,176","-0,1204681"
,,"137,1896","-0,7394965","118,1182","-0,483508","102,1932","-0,120695"
,,"137,2384","-0,7395995","118,1502","-0,4837588","102,2097","-0,1209034"
,,"137,2889","-0,7397022","118,1846","-0,4839894","102,2254","-0,1211206"
,,"137,3389","-0,7398051","118,2164","-0,4842102","102,243","-0,1213807"
,,"137,3885","-0,7399094","118,2509","-0,4844262","102,2675","-0,1218191"
,,"137,4392","-0,7400157","118,2838","-0,4846344","102,2931","-0,122213"
,,"137,4897","-0,7401235","118,3166","-0,4848335","102,3092","-0,1224652"
,,"137,5394","-0,7402326","118,3499","-0,4850354","102,3255","-0,1227376"
,,"137,5891","-0,7403435","118,3838","-0,48526","102,3427","-0,1230274"
,,"137,6391","-0,7404629","118,4168","-0,4854873","102,3594","-0,1233219"
,,"137,6887","-0,7405962","118,45","-0,4857112","102,3832","-0,1237105"
,,"137,7386","-0,7407488","118,4834","-0,4859326","102,4092","-0,124102"
,,"137,7889","-0,7409102","118,5172","-0,4861172","102,4257","-0,1243915"
,,"137,8385","-0,7410826","118,5502","-0,486292","102,4427","-0,124665"
,,"137,8895","-0,741269","118,5839","-0,4864496","102,4589","-0,1249058"
,,"137,939","-0,7414597","118,6166","-0,4865997","102,4753","-0,1251345"
,,"137,9895","-0,7416437","118,6499","-0,4867484","102,5005","-0,1254759"
,,"138,0394","-0,7418137","118,6833","-0,4868934","102,5252","-0,1258176"
,,"138,0892","-0,7419778","118,7167","-0,487038","102,542","-0,1260483"
,,"138,1394","-0,742141","118,7504","-0,4871903","102,5582","-0,126263"
,,"138,19","-0,7422995","118,783","-0,4873428","102,5742","-0,1264692"
,,"138,2394","-0,7424472","118,8166","-0,487491","102,5906","-0,1266662"
,,"138,2888","-0,7425874","118,8504","-0,4876452","102,6165","-0,1269499"
,,"138,3389","-0,7427208","118,8829","-0,4878112","102,6413","-0,1272144"
,,"138,3895","-0,7428491","118,9162","-0,487982","102,6575","-0,127382"
,,"138,4391","-0,7429753","118,95","-0,4881703","102,6738","-0,127549"
,,"138,4895","-0,743096","118,9831","-0,4883503","102,6907","-0,1277114"
,,"138,5391","-0,7432092","119,0164","-0,4885146","102,7072","-0,1278672"
,,"138,5891","-0,7433222","119,049","-0,4886866","102,733","-0,128094"
,,"138,6398","-0,7434406","119,0824","-0,4888744","102,7581","-0,1283364"
,,"138,689","-0,7435615","119,1161","-0,4890741","102,7736","-0,1285315"
,,"138,7396","-0,7436769","119,1489","-0,4892512","102,7905","-0,1287407"
,,"138,7891","-0,7437903","119,183","-0,4894186","102,8077","-0,1289453"
,,"138,8395","-0,7439032","119,2158","-0,4896184","102,8235","-0,1291651"
,,"138,8891","-0,744016","119,25","-0,489846","102,8404","-0,129416"
,,"138,9396","-0,7441281","119,283","-0,4900637","102,8654","-0,1298596"
,,"138,9895","-0,7442395","119,3154","-0,4902731","102,8904","-0,1302947"
,,"139,0399","-0,7443503","119,3493","-0,4904763","102,9056","-0,1306017"
,,"139,0896","-0,7444611","119,3822","-0,4906994","102,9225","-0,1309189"
,,"139,1392","-0,7445719","119,4164","-0,4909494","102,9396","-0,1312039"
,,"139,1896","-0,7446826","119,4491","-0,4912148","102,9561","-0,1314803"
,,"139,2389","-0,7447934","119,4825","-0,4914715","102,9812","-0,1318741"
,,"139,2892","-0,7449039","119,5154","-0,4917171","103,0053","-0,1322355"
,,"139,3392","-0,7450141","119,5494","-0,491964","103,0226","-0,1324728"
,,"139,3896","-0,7451236","119,583","-0,492235","103,0392","-0,1327158"
,,"139,4401","-0,7452324","119,6161","-0,4924963","103,0561","-0,1329461"
,,"139,4899","-0,7453403","119,6488","-0,4927439","103,0724","-0,1331595"
,,"139,5392","-0,7454476","119,683","-0,4929619","103,097","-0,1335446"
,,"139,5901","-0,7455544","119,7157","-0,493175","103,1226","-0,1339856"
,,"139,6403","-0,7456607","119,7486","-0,4933914","103,139","-0,1342346"
,,"139,6899","-0,7457657","119,7822","-0,4936012","103,1552","-0,1344893"
,,"139,7392","-0,7458701","119,8154","-0,4937979","103,1721","-0,1347775"
,,"139,7885","-0,7459736","119,848","-0,4939844","103,1885","-0,1350754"
,,"139,8397","-0,7460766","119,882","-0,494161","103,2136","-0,1354833"
,,"139,89","-0,7461782","119,915","-0,4943387","103,2378","-0,1358389"
,,"139,9397","-0,7462794","119,9481","-0,4945102","103,2544","-0,1360596"
,,"139,9894","-0,7463798","119,9814","-0,4946746","103,272","-0,1362642"
,,"140,0392","-0,7464792","120,0149","-0,4948344","103,2876","-0,1364639"
,,"140,0889","-0,7465778","120,0485","-0,4949836","103,3042","-0,1366587"
,,"140,139","-0,7466757","120,082","-0,4951328","103,3297","-0,1369509"
,,"140,1893","-0,746773","120,115","-0,4952893","103,3548","-0,1372979"
,,"140,2387","-0,74687","120,1484","-0,4954346","103,3705","-0,1375608"
,,"140,2886","-0,746967","120,1818","-0,4955762","103,3878","-0,137792"
,,"140,3396","-0,7470645","120,2146","-0,4957294","103,4045","-0,1380018"
,,"140,3897","-0,7471626","120,2484","-0,4958852","103,4208","-0,1381991"
,,"140,4399","-0,7472624","120,2819","-0,4960382","103,4455","-0,1384861"
,,"140,4892","-0,7473632","120,3148","-0,496179","103,4705","-0,1387589"
,,"140,5397","-0,7474646","120,3489","-0,4963126","103,4869","-0,13894"
,,"140,5892","-0,7475681","120,3808","-0,4964556","103,5036","-0,1391296"
,,"140,639","-0,7476738","120,4148","-0,4966053","103,5198","-0,1393223"
,,"140,6897","-0,7477803","120,4482","-0,4967433","103,5371","-0,1395266"
,,"140,7395","-0,7478871","120,4804","-0,4968744","103,5531","-0,1397203"
,,"140,7897","-0,7479968","120,5146","-0,4970004","103,5781","-0,1400229"
,,"140,8389","-0,7481137","120,5481","-0,497121","103,6031","-0,1403526"
,,"140,889","-0,7482482","120,5814","-0,497236","103,6191","-0,1405911"
,,"140,94","-0,748388","120,6146","-0,4973444","103,6362","-0,1408403"
,,"140,9898","-0,748521","120,6482","-0,4974493","103,6521","-0,1410754"
,,"141,0409","-0,7486511","120,6806","-0,4975691","103,6697","-0,1413173"
,,"141,0898","-0,7487859","120,7138","-0,4977054","103,6941","-0,141695"
,,"141,1397","-0,7489285","120,748","-0,4978452","103,7192","-0,1420499"
,,"141,1902","-0,7490808","120,7813","-0,4979988","103,7351","-0,1423029"
,,"141,2395","-0,74924","120,8147","-0,4981629","103,7519","-0,1425725"
,,,,"120,8478","-0,4983306","103,7692","-0,1428616"
,,,,"120,8807","-0,498537","103,7843","-0,1431366"
,,,,"120,914","-0,4987818","103,8099","-0,1435128"
,,,,"120,9477","-0,4990777","103,8351","-0,1439558"
,,,,"120,9805","-0,4994775","103,8515","-0,1443019"
,,,,"121,0139","-0,4999464","103,869","-0,1446061"
,,,,"121,047","-0,5004488","103,8848","-0,1448603"
,,,,"121,0801","-0,5009224","103,9019","-0,145081"
,,,,"121,1138","-0,5013478","103,926","-0,1454102"
,,,,"121,1479","-0,501731","103,9512","-0,145763"
,,,,"121,1806","-0,5020703","103,9676","-0,1459991"
,,,,"121,2142","-0,5023897","103,984","-0,1462275"
,,,,"121,2471","-0,502669","104,0005","-0,146453"
,,,,"121,2806","-0,5029238","104,018","-0,1466919"
,,,,"121,3138","-0,5031635","104,0423","-0,1470592"
,,,,"121,3472","-0,5033878","104,0676","-0,147404"
,,,,"121,3805","-0,5035919","104,084","-0,1476198"
,,,,"121,4132","-0,5037774","104,1002","-0,1478362"
,,,,"121,4473","-0,5039529","104,1176","-0,1480589"
,,,,"121,4799","-0,5041119","104,1338","-0,1482946"
,,,,"121,5134","-0,5042511","104,1581","-0,1486209"
,,,,"121,5469","-0,5043702","104,1832","-0,148937"
,,,,"121,5797","-0,5044762","104,199","-0,1491346"
,,,,"121,6138","-0,5045765","104,2157","-0,149314"
,,,,"121,6469","-0,5046811","104,2332","-0,1494831"
,,,,"121,6807","-0,504785","104,2499","-0,1496483"
,,,,"121,7136","-0,504879","104,2654","-0,1498228"
,,,,"121,7466","-0,5049672","104,2907","-0,1501146"
,,,,"121,7799","-0,5050564","104,3163","-0,1504291"
,,,,"121,8133","-0,505139","104,3333","-0,1506404"
,,,,"121,8462","-0,505218","104,3501","-0,1508911"
,,,,"121,8794","-0,505299","104,3662","-0,1511684"
,,,,"121,9129","-0,5053816","104,3823","-0,1514563"
,,,,"121,946","-0,5054634","104,4077","-0,1519389"
,,,,"121,9794","-0,5055428","104,4328","-0,152398"
,,,,"122,0126","-0,5056172","104,4479","-0,152716"
,,,,"122,0459","-0,50569","104,4649","-0,1530429"
,,,,"122,0794","-0,5057632","104,4818","-0,1533262"
,,,,"122,1135","-0,5058368","104,4985","-0,1535879"
,,,,"122,1464","-0,5059106","104,523","-0,1539929"
,,,,"122,1802","-0,5059844","104,5477","-0,1543906"
,,,,"122,2129","-0,5060578","104,5644","-0,1546632"
,,,,"122,2461","-0,5061312","104,5812","-0,1549115"
,,,,"122,2806","-0,5062049","104,5978","-0,1551534"
,,,,"122,3128","-0,506279","104,6147","-0,1554152"
,,,,"122,3468","-0,5063541","104,6394","-0,1557708"
,,,,"122,3792","-0,5064301","104,6639","-0,1560695"
,,,,"122,4128","-0,5065079","104,6812","-0,1562775"
,,,,"122,4456","-0,5065874","104,6975","-0,156491"
,,,,"122,48","-0,506668","104,7141","-0,1567309"
,,,,"122,513","-0,506755","104,7311","-0,1569583"
,,,,"122,5461","-0,5068562","104,7549","-0,1572936"
,,,,"122,5789","-0,5069826","104,7802","-0,15763"
,,,,"122,6131","-0,5071504","104,7973","-0,1578364"
,,,,"122,6455","-0,5073342","104,8135","-0,1580309"
,,,,"122,6788","-0,507502","104,8309","-0,1582507"
,,,,"122,7133","-0,507657","104,8469","-0,1584813"
,,,,"122,7452","-0,507807","104,8713","-0,15886"
,,,,"122,7794","-0,5079489","104,8966","-0,1591992"
,,,,"122,8122","-0,508078","104,9129","-0,1594206"
,,,,"122,8466","-0,5082118","104,9301","-0,1596367"
,,,,"122,879","-0,5083444","104,9466","-0,1598534"
,,,,"122,9125","-0,5084724","104,9633","-0,1600609"
,,,,"122,9457","-0,5086364","104,9799","-0,160241"
,,,,"122,9784","-0,5098721","105,0048","-0,160502"
,,,,"123,0115","-0,5129742","105,0291","-0,1607764"
,,,,"123,044","-0,516595","105,0454","-0,1609648"
,,,,"123,0764","-0,5199976","105,0626","-0,1611388"
,,,,"123,1098","-0,522293","105,0792","-0,161328"
,,,,"123,1425","-0,5236442","105,096","-0,1615536"
,,,,"123,1761","-0,5243507","105,1206","-0,1619762"
,,,,"123,2096","-0,5247682","105,1463","-0,1623821"
,,,,"123,2427","-0,5250601","105,1619","-0,1626573"
,,,,"123,2754","-0,5252219","105,1789","-0,162958"
,,,,"123,3099","-0,5253541","105,1953","-0,1632555"
,,,,"123,3435","-0,5254039","105,2114","-0,1635421"
,,,,"123,3764","-0,5254098","105,2373","-0,1639292"
,,,,"123,4089","-0,5254021","105,2624","-0,1643272"
,,,,"123,4424","-0,5254024","105,2786","-0,1646161"
,,,,"123,4757","-0,5254002","105,2949","-0,1648835"
,,,,"123,5092","-0,5253826","105,3113","-0,1651349"
,,,,"123,5432","-0,5252937","105,3281","-0,1653895"
,,,,"123,5766","-0,5252178","105,353","-0,1657735"
,,,,"123,6099","-0,5251965","105,378","-0,1661456"
,,,,"123,6428","-0,5251382","105,3946","-0,1663737"
,,,,"123,6765","-0,525084","105,4115","-0,166601"
,,,,"123,7098","-0,5250382","105,4281","-0,1668543"
,,,,"123,7429","-0,525","105,4443","-0,1671349"
,,,,"123,7765","-0,5249676","105,469","-0,1675092"
,,,,"123,8094","-0,5249402","105,494","-0,1678474"
,,,,"123,8431","-0,524917","105,5109","-0,1680534"
,,,,"123,8758","-0,5248976","105,5268","-0,1682516"
,,,,"123,9098","-0,5248816","105,5441","-0,1684638"
,,,,"123,9439","-0,5248675","105,5605","-0,1686946"
,,,,"123,9766","-0,5248522","105,5851","-0,1690492"
,,,,"124,0096","-0,5248362","105,6094","-0,1694162"
,,,,"124,0438","-0,5248198","105,6266","-0,1696571"
,,,,"124,0766","-0,5248031","105,6439","-0,169883"
,,,,"124,1097","-0,5247866","105,6594","-0,1700885"
,,,,"124,1431","-0,5247704","105,6772","-0,1702926"
,,,,"124,1767","-0,5247546","105,6934","-0,1705127"
,,,,"124,2098","-0,5247392","105,7184","-0,1708275"
,,,,"124,2436","-0,5247244","105,7429","-0,1711082"
,,,,"124,2763","-0,52471","105,7598","-0,1712779"
,,,,"124,3095","-0,5246963","105,7759","-0,1714625"
,,,,"124,3437","-0,5246831","105,792","-0,1716574"
,,,,"124,3764","-0,5246706","105,8104","-0,171845"
,,,,"124,4102","-0,5246592","105,8342","-0,1721424"
,,,,"124,4435","-0,5246488","105,8588","-0,1724665"
,,,,"124,4765","-0,5246391","105,8752","-0,1727053"
,,,,"124,5106","-0,5246299","105,8929","-0,1729632"
,,,,"124,5434","-0,5246212","105,9103","-0,173235"
,,,,"124,5771","-0,5246132","105,9256","-0,1735413"
,,,,"124,6104","-0,5246062","105,9502","-0,1740089"
,,,,"124,6432","-0,5246001","105,9752","-0,1744176"
,,,,"124,6776","-0,5245947","105,9923","-0,1746821"
,,,,"124,7101","-0,5245896","106,0079","-0,1749512"
,,,,"124,7439","-0,5245855","106,0252","-0,1752223"
,,,,"124,7762","-0,5245824","106,0418","-0,1754855"
,,,,"124,8105","-0,52458","106,0663","-0,1758275"
,,,,"124,8431","-0,5245781","106,0908","-0,1761841"
,,,,"124,8767","-0,5245766","106,1082","-0,1764627"
,,,,"124,9103","-0,5245757","106,1251","-0,1767044"
,,,,"124,9435","-0,524575","106,1411","-0,1769218"
,,,,"124,9771","-0,5245747","106,1578","-0,1771266"
,,,,"125,0093","-0,524575","106,1827","-0,1774645"
,,,,"125,0439","-0,5245758","106,2076","-0,1778368"
