Temperatura,Fluxo de calor,Temperatura,Fluxo de calor,Temperatura,Fluxo de calor,Temperatura,Fluxo de calor
º C,W/g,º C,W/g,º C,W/g,º C,W/g
20 ºC/min,20 ºC/min,15 ºC/min,15 ºC/min,10 ºC/min,10 ºC/min,5 ºC/min,5 ºC/min
"111,884","-0,6985357","103,9159","-0,3962441","95,97205","-0,1846627","89,29309","-0,06719703"
"111,9499","-0,7000363","103,9658","-0,3962066","96,0059","-0,184312","89,30965","-0,06694574"
"112,0165","-0,7017335","104,016","-0,3961742","96,03981","-0,1839777","89,32595","-0,06668774"
"112,083","-0,7032363","104,0665","-0,3961428","96,07288","-0,1836847","89,34236","-0,066428"
"112,1496","-0,7046905","104,1169","-0,3961121","96,1065","-0,1833447","89,3605","-0,0661748"
"112,2151","-0,7065069","104,1662","-0,3960817","96,14019","-0,1830012","89,38462","-0,06583314"
"112,2822","-0,7080435","104,2175","-0,3960515","96,17391","-0,1826636","89,40997","-0,06546474"
"112,3476","-0,7096391","104,2669","-0,3960218","96,20702","-0,1823529","89,42609","-0,06521209"
"112,4142","-0,711171","104,3165","-0,3959925","96,24088","-0,1820707","89,44281","-0,06497895"
"112,4802","-0,7129052","104,3669","-0,3959636","96,27364","-0,1817719","89,45978","-0,06473154"
"112,5471","-0,7144751","104,4165","-0,3959352","96,30753","-0,1814702","89,47681","-0,06449276"
"112,6125","-0,7159104","104,4668","-0,3958987","96,34049","-0,1811848","89,50238","-0,06412495"
"112,6788","-0,717773","104,5168","-0,3958459","96,37518","-0,1809262","89,52694","-0,0637915"
"112,7452","-0,7193218","104,5669","-0,395813","96,40812","-0,180656","89,54319","-0,06359421"
"112,812","-0,72127","104,6174","-0,3957927","96,44101","-0,180379","89,56022","-0,06336634"
"112,8778","-0,7232428","104,6668","-0,395776","96,47478","-0,1801007","89,57822","-0,0631366"
"112,9442","-0,7251205","104,7172","-0,395762","96,50864","-0,179838","89,59384","-0,06293011"
"113,0108","-0,7268582","104,7667","-0,3957505","96,54199","-0,1795948","89,619","-0,06263002"
"113,0774","-0,7290361","104,8168","-0,3957425","96,57532","-0,1793007","89,64469","-0,06232708"
"113,1431","-0,730909","104,8671","-0,3957382","96,60845","-0,178968","89,66137","-0,0621375"
"113,2088","-0,7330465","104,9161","-0,3957375","96,64211","-0,1786938","89,67792","-0,06195137"
"113,2757","-0,7351162","104,9665","-0,3957399","96,67524","-0,1784388","89,69412","-0,0617608"
"113,3421","-0,7371363","105,0166","-0,395746","96,70881","-0,1781785","89,7121","-0,06156709"
"113,408","-0,7389915","105,0663","-0,3957566","96,74197","-0,1778434","89,73606","-0,06127925"
"113,4738","-0,7410512","105,1158","-0,3957774","96,77611","-0,1775442","89,76156","-0,06097334"
"113,5403","-0,7432639","105,1663","-0,3958132","96,80901","-0,1772483","89,77861","-0,06079389"
"113,6061","-0,7451858","105,2161","-0,395865","96,84305","-0,1769595","89,79422","-0,06061709"
"113,6724","-0,7472007","105,266","-0,3959434","96,87629","-0,1767128","89,81141","-0,06044382"
"113,7384","-0,749509","105,3154","-0,3960575","96,90937","-0,1764752","89,82859","-0,0602674"
"113,8042","-0,7515468","105,3664","-0,3962152","96,94259","-0,17621","89,85332","-0,05996769"
"113,8709","-0,7535232","105,4148","-0,3964159","96,97662","-0,1759819","89,87965","-0,05966644"
"113,9373","-0,7555346","105,4666","-0,3966238","97,00982","-0,175788","89,89566","-0,05945694"
"114,0036","-0,7577032","105,5165","-0,3968586","97,04242","-0,175622","89,91242","-0,05922787"
"114,0692","-0,7598904","105,5665","-0,3971398","97,07594","-0,1754734","89,92882","-0,05897558"
"114,1356","-0,7618611","105,6168","-0,3974586","97,11022","-0,1753417","89,94595","-0,05872991"
"114,202","-0,7641544","105,666","-0,3978074","97,14299","-0,1752312","89,96243","-0,05848711"
"114,2676","-0,7661004","105,7165","-0,3981784","97,17709","-0,175137","89,98738","-0,05809226"
"114,3337","-0,7682968","105,7652","-0,3985906","97,20991","-0,1750535","90,01295","-0,0577054"
"114,3997","-0,770545","105,8152","-0,3990324","97,24325","-0,1749688","90,02924","-0,05749472"
"114,4663","-0,7727275","105,8661","-0,3995037","97,27656","-0,1748815","90,04591","-0,05730743"
"114,5324","-0,7747799","105,9154","-0,4000232","97,31031","-0,1747926","90,0633","-0,05713076"
"114,5995","-0,7768349","105,9653","-0,4005575","97,34342","-0,1747101","90,0796","-0,0569581"
"114,6651","-0,7789535","106,0157","-0,4011025","97,37772","-0,1746362","90,10462","-0,0567354"
"114,7311","-0,7810084","106,065","-0,4017331","97,4104","-0,1745645","90,12891","-0,05654287"
"114,7969","-0,7831378","106,1155","-0,4023181","97,44361","-0,1744831","90,14576","-0,05641918"
"114,8637","-0,7851374","106,1648","-0,4028262","97,47772","-0,1743931","90,16308","-0,05629795"
"114,9294","-0,7868994","106,2149","-0,403348","97,51062","-0,1743006","90,18004","-0,05617351"
"114,9958","-0,789038","106,2646","-0,4038367","97,54368","-0,1742157","90,196","-0,05604507"
"115,0611","-0,7908808","106,3143","-0,4042906","97,57734","-0,1741382","90,22153","-0,05585246"
"115,1275","-0,792968","106,364","-0,4047926","97,61109","-0,1740717","90,2465","-0,05567121"
"115,1939","-0,7951504","106,4146","-0,4053106","97,6437","-0,174014","90,26334","-0,05556084"
"115,2608","-0,7972236","106,4636","-0,4058706","97,67725","-0,1739619","90,27906","-0,05544888"
"115,3264","-0,799398","106,5141","-0,4064602","97,71093","-0,1739131","90,29676","-0,05533585"
"115,3924","-0,8015622","106,5646","-0,4071835","97,74434","-0,1738644","90,31328","-0,05522589"
"115,4586","-0,8038447","106,6136","-0,4079044","97,77769","-0,1738153","90,33856","-0,05504761"
"115,5245","-0,8059659","106,6641","-0,4086139","97,81058","-0,1737656","90,36424","-0,05486826"
"115,5903","-0,8081061","106,7137","-0,4093878","97,84391","-0,1737152","90,38076","-0,0547569"
"115,6565","-0,8102216","106,7642","-0,4101816","97,87634","-0,1736641","90,39738","-0,05464951"
"115,7234","-0,8123932","106,813","-0,4110718","97,9108","-0,1736122","90,41262","-0,05453791"
"115,7894","-0,8144656","106,8631","-0,411897","97,94442","-0,1735605","90,43012","-0,05443194"
"115,8556","-0,8171465","106,913","-0,412699","97,97778","-0,173509","90,45553","-0,05428505"
"115,9219","-0,8190706","106,9623","-0,4134836","98,00985","-0,1734576","90,4798","-0,05412659"
"115,9874","-0,8210606","107,0132","-0,4143303","98,04355","-0,1734064","90,49755","-0,05401651"
"116,0537","-0,8232394","107,0618","-0,4151526","98,0771","-0,1733556","90,51397","-0,05391127"
"116,1205","-0,8255634","107,1128","-0,4160256","98,11092","-0,1733051","90,53076","-0,053809"
"116,186","-0,828218","107,1621","-0,4169686","98,14293","-0,1732546","90,54731","-0,05371584"
"116,2514","-0,8304758","107,2121","-0,4178656","98,17722","-0,1732042","90,57254","-0,05357838"
"116,3181","-0,8328108","107,2619","-0,4187097","98,21012","-0,173154","90,59757","-0,05344395"
"116,3841","-0,83521","107,3121","-0,419563","98,24408","-0,173104","90,61384","-0,05335732"
"116,4495","-0,8375489","107,3604","-0,4203824","98,2775","-0,1730542","90,63105","-0,05326882"
"116,5158","-0,8400746","107,4113","-0,421196","98,31047","-0,1730045","90,64785","-0,05317562"
"116,5822","-0,8425634","107,4604","-0,4219426","98,34406","-0,1729554","90,66431","-0,05308518"
"116,6479","-0,8449219","107,5121","-0,4227672","98,37688","-0,1729067","90,6809","-0,05299929"
"116,7142","-0,8472268","107,5607","-0,4235652","98,41082","-0,1728585","90,70695","-0,05286818"
"116,7799","-0,8497696","107,6108","-0,4242846","98,445","-0,172811","90,73118","-0,05273386"
"116,8462","-0,8521062","107,6601","-0,4250922","98,4772","-0,1727641","90,74757","-0,05264705"
"116,9125","-0,854505","107,711","-0,4259381","98,511","-0,1727179","90,76532","-0,05255916"
"116,978","-0,8570568","107,7598","-0,4268066","98,54316","-0,1726726","90,78094","-0,05247182"
"117,0438","-0,8591989","107,8091","-0,4277126","98,57749","-0,1726283","90,79743","-0,05238421"
"117,1102","-0,8617556","107,8598","-0,4286015","98,61019","-0,1725852","90,82285","-0,0522498"
"117,1761","-0,8644303","107,9088","-0,4294544","98,64397","-0,1725433","90,84834","-0,05211122"
"117,2432","-0,8669982","107,9591","-0,430232","98,67728","-0,1725024","90,86549","-0,05201672"
"117,3085","-0,86922","108,0087","-0,4310008","98,71042","-0,1724629","90,88184","-0,05191467"
"117,3752","-0,871521","108,0586","-0,4318112","98,74316","-0,1724246","90,89775","-0,05181504"
"117,4415","-0,8738678","108,1082","-0,4327163","98,77754","-0,1723876","90,91481","-0,05171524"
"117,5068","-0,8764026","108,1579","-0,433612","98,81055","-0,1723519","90,94001","-0,05157016"
"117,5729","-0,8788842","108,2086","-0,4344228","98,84392","-0,1723172","90,96509","-0,05142622"
"117,6389","-0,8811818","108,2582","-0,4352188","98,87665","-0,1722836","90,98144","-0,05132561"
"117,7057","-0,8833289","108,3081","-0,4360766","98,90969","-0,1722513","90,99875","-0,0512257"
"117,771","-0,8858026","108,357","-0,4369959","98,94361","-0,1722206","91,01489","-0,05113011"
"117,837","-0,8884778","108,4071","-0,4377859","98,97789","-0,1721918","91,03208","-0,05103526"
"117,9031","-0,8908384","108,4574","-0,4386206","99,01056","-0,1721654","91,05695","-0,05089456"
"117,97","-0,8931519","108,5067","-0,4394094","99,04438","-0,1721412","91,08218","-0,05075478"
"118,0356","-0,8953719","108,5566","-0,4403171","99,0766","-0,1721204","91,09891","-0,05066204"
"118,1014","-0,8975125","108,6063","-0,4411583","99,10936","-0,1721028","91,11506","-0,05057038"
"118,1681","-0,8998224","108,6562","-0,442042","99,14363","-0,1720875","91,13196","-0,05047984"
"118,2341","-0,902157","108,7068","-0,443004","99,17816","-0,172074","91,1484","-0,05038993"
"118,3004","-0,9044239","108,7546","-0,4438414","99,20918","-0,1720633","91,17465","-0,05025642"
"118,3657","-0,9066262","108,8048","-0,4447653","99,24319","-0,1720556","91,19939","-0,05012494"
"118,4322","-0,9089618","108,856","-0,4457464","99,27678","-0,1720504","91,21555","-0,05003865"
"118,4976","-0,9112434","108,9052","-0,4468439","99,30997","-0,1720476","91,23284","-0,04995284"
"118,5638","-0,9134197","108,9543","-0,447946","99,34376","-0,1720464","91,24956","-0,04986697"
"118,6297","-0,9157413","109,0046","-0,4491008","99,37644","-0,1720473","91,26547","-0,0497815"
"118,6953","-0,9180691","109,0536","-0,4500379","99,40952","-0,1720502","91,2905","-0,04965465"
"118,7622","-0,9202028","109,1038","-0,4511266","99,44289","-0,1720558","91,3163","-0,04952922"
"118,8283","-0,9222124","109,1537","-0,4522732","99,47659","-0,1720649","91,33241","-0,04944572"
"118,8949","-0,9243939","109,203","-0,4532594","99,51024","-0,1720782","91,34897","-0,04936252"
"118,9606","-0,9267909","109,2534","-0,4542967","99,54316","-0,1720969","91,36504","-0,04927992"
"119,0268","-0,9289851","109,303","-0,4553734","99,57606","-0,1721201","91,38192","-0,04919809"
"119,0923","-0,9316582","109,3527","-0,4565748","99,60978","-0,1721496","91,39905","-0,0491165"
"119,1584","-0,9338406","109,4018","-0,4575297","99,6428","-0,1721841","91,4238","-0,04899412"
"119,2245","-0,9365184","109,4514","-0,4584606","99,67636","-0,1722216","91,44879","-0,04887176"
"119,2905","-0,939132","109,5012","-0,4594004","99,70878","-0,1722648","91,46539","-0,04879103"
"119,3569","-0,9416074","109,5517","-0,4603678","99,7428","-0,1723128","91,48242","-0,04871097"
"119,4224","-0,9442278","109,6019","-0,4614294","99,77648","-0,1723685","91,4996","-0,04863138"
"119,488","-0,9463094","109,6499","-0,4626562","99,80956","-0,1724314","91,51571","-0,048552"
"119,5546","-0,9488562","109,7008","-0,4637051","99,84291","-0,1725065","91,54097","-0,0484338"
"119,6202","-0,9512558","109,7499","-0,4647236","99,87601","-0,1726038","91,56705","-0,04831664"
"119,6865","-0,9534999","109,7993","-0,4657634","99,90912","-0,1727273","91,58199","-0,04823878"
"119,7523","-0,9557358","109,8499","-0,4668488","99,94226","-0,1728639","91,59938","-0,04816141"
"119,818","-0,9579764","109,8987","-0,4679412","99,97648","-0,1730128","91,61629","-0,04808438"
"119,8852","-0,960398","109,9484","-0,4690297","100,0084","-0,1731714","91,63275","-0,04800784"
"119,9499","-0,9628394","109,999","-0,4702121","100,0427","-0,1733379","91,65781","-0,0478941"
"120,017","-0,9648591","110,0483","-0,4713174","100,075","-0,1735457","91,68262","-0,04778116"
"120,0834","-0,9671711","110,0982","-0,4724863","100,1084","-0,1738129","91,69953","-0,04770641"
"120,1496","-0,9694543","110,1474","-0,473491","100,1414","-0,1741","91,71545","-0,04763224"
"120,2158","-0,9717356","110,1981","-0,474532","100,1769","-0,1743729","91,73249","-0,04755873"
"120,2811","-0,9740374","110,2472","-0,4754448","100,2081","-0,174638","91,74978","-0,0474856"
"120,3476","-0,9764043","110,2969","-0,4764869","100,2411","-0,1748889","91,77422","-0,04737682"
"120,4138","-0,9786345","110,3474","-0,4775863","100,2746","-0,175182","91,79886","-0,0472691"
"120,4801","-0,9807384","110,3963","-0,4787402","100,3073","-0,1755228","91,81602","-0,04719768"
"120,5464","-0,982892","110,4456","-0,4799418","100,3411","-0,175847","91,83324","-0,04712579"
"120,6126","-0,9851811","110,4962","-0,4809026","100,3744","-0,1761633","91,84955","-0,04705376"
"120,6783","-0,9873205","110,5454","-0,4820222","100,4073","-0,17645","91,86656","-0,04698219"
"120,7446","-0,9894958","110,595","-0,4831722","100,441","-0,1767446","91,89132","-0,04687576"
"120,811","-0,9914016","110,6447","-0,484327","100,4741","-0,1770697","91,91668","-0,04676953"
"120,8774","-0,9931438","110,6948","-0,485433","100,5071","-0,1774084","91,93238","-0,04669876"
"120,9432","-0,9950891","110,744","-0,4864806","100,5406","-0,1777641","91,94984","-0,04662848"
"121,0094","-0,9973129","110,7941","-0,4874446","100,5742","-0,1781047","91,96609","-0,04655896"
"121,0757","-0,9994125","110,8432","-0,4886344","100,6073","-0,1784841","91,98282","-0,04649018"
"121,1422","-1,000987","110,8939","-0,489897","100,6403","-0,1788654","92,00758","-0,0463885"
"121,2088","-1,002865","110,9439","-0,4909418","100,6735","-0,179216","92,03282","-0,04628828"
"121,2743","-1,004764","110,9934","-0,4918191","100,7065","-0,1795585","92,04982","-0,04622242"
"121,3408","-1,006848","111,0429","-0,4929026","100,7401","-0,1799396","92,06659","-0,04615735"
"121,4066","-1,008562","111,0917","-0,4938469","100,7722","-0,180332","92,08281","-0,04609302"
"121,4725","-1,010278","111,1426","-0,4947812","100,8063","-0,1807284","92,0995","-0,04602947"
"121,5395","-1,012284","111,1918","-0,4959113","100,8399","-0,1811211","92,11519","-0,04596668"
"121,6065","-1,014052","111,2412","-0,4971588","100,8728","-0,1814819","92,14159","-0,0458741"
"121,672","-1,015702","111,2906","-0,4983887","100,9059","-0,1818478","92,16678","-0,04578304"
"121,7378","-1,017207","111,3411","-0,499596","100,939","-0,1822775","92,18359","-0,04572329"
"121,8042","-1,018678","111,3904","-0,5008858","100,9729","-0,1826752","92,19976","-0,04566428"
"121,8705","-1,020228","111,4399","-0,5022184","101,0064","-0,1830799","92,2163","-0,04560604"
"121,9362","-1,021993","111,4892","-0,5034908","101,0398","-0,1834865","92,23398","-0,04554852"
"122,0027","-1,023533","111,5391","-0,50464","101,072","-0,183855","92,25809","-0,0454636"
"122,0696","-1,025191","111,5894","-0,5057881","101,1058","-0,1841902","92,28305","-0,04538006"
"122,1356","-1,026775","111,6381","-0,5071414","101,1388","-0,1845282","92,29985","-0,04532536"
"122,2016","-1,028448","111,688","-0,5083502","101,1727","-0,1849009","92,31601","-0,0452714"
"122,2681","-1,030129","111,7378","-0,5095924","101,2052","-0,185277","92,33309","-0,04521809"
"122,335","-1,031483","111,7879","-0,5107292","101,2375","-0,1856249","92,3498","-0,04516544"
"122,4006","-1,033191","111,8369","-0,5121265","101,2713","-0,1859794","92,37451","-0,04508778"
"122,4676","-1,034766","111,8878","-0,5134778","101,3043","-0,1863806","92,39949","-0,04501143"
"122,5346","-1,036091","111,9366","-0,5147","101,3374","-0,1867529","92,41618","-0,04496138"
"122,5995","-1,037612","111,9861","-0,5157361","101,3715","-0,1870909","92,43269","-0,04491196"
"122,6662","-1,039019","112,0369","-0,5169308","101,4052","-0,1874703","92,44953","-0,0448631"
"122,7321","-1,040408","112,0856","-0,5182504","101,4374","-0,1878732","92,46534","-0,04481487"
"122,7988","-1,041886","112,135","-0,5196238","101,47","-0,1883031","92,49103","-0,04474369"
"122,8658","-1,04315","112,1846","-0,5208726","101,5045","-0,1887135","92,51602","-0,04467364"
"122,9315","-1,044555","112,2345","-0,5218904","101,5374","-0,1891487","92,53224","-0,04462773"
"122,9983","-1,04573","112,2837","-0,5232281","101,5696","-0,1896385","92,54864","-0,04458242"
"123,0643","-1,047191","112,3333","-0,5243661","101,6034","-0,1901766","92,56616","-0,0445377"
"123,1306","-1,04876","112,3835","-0,5255706","101,6363","-0,1907485","92,58314","-0,04449356"
"123,1973","-1,049962","112,4329","-0,5269356","101,6702","-0,191237","92,60831","-0,04442844"
"123,2636","-1,051413","112,4828","-0,5280422","101,703","-0,1916656","92,63281","-0,04436445"
"123,3293","-1,053009","112,5324","-0,52921","101,7356","-0,1921375","92,64922","-0,04432261"
"123,3964","-1,054425","112,5822","-0,5305309","101,7694","-0,1926548","92,66597","-0,04428139"
"123,4628","-1,055683","112,6314","-0,5315324","101,8024","-0,1931825","92,68289","-0,04424076"
"123,5295","-1,057085","112,681","-0,5327799","101,8365","-0,1936686","92,7002","-0,04420069"
"123,5944","-1,058686","112,7313","-0,53405","101,8702","-0,1941828","92,72441","-0,04414171"
"123,6616","-1,059872","112,7802","-0,5353742","101,9034","-0,1947805","92,74921","-0,04408383"
"123,7284","-1,061105","112,831","-0,536488","101,9356","-0,1953381","92,766","-0,04404597"
"123,7943","-1,062605","112,8806","-0,5377659","101,9689","-0,1958765","92,7868","-0,04400864"
"123,8617","-1,064062","112,9294","-0,5389957","102,0024","-0,1964091","92,8","-0,04397187"
"123,9274","-1,065261","112,98","-0,5403582","102,0356","-0,1969348","92,81715","-0,04393562"
"123,9938","-1,066391","113,0287","-0,541428","102,0689","-0,1974394","92,83269","-0,04389994"
"124,0592","-1,067516","113,0784","-0,542495","102,1022","-0,1979175","92,85806","-0,04384742"
"124,1268","-1,068896","113,1282","-0,5435922","102,1354","-0,1984128","92,88282","-0,0437959"
"124,1937","-1,070254","113,1775","-0,5449185","102,1678","-0,1989134","92,90008","-0,0437622"
"124,2594","-1,071508","113,2276","-0,5461331","102,2019","-0,1994272","92,9162","-0,04372903"
"124,3257","-1,07279","113,2772","-0,5471356","102,2343","-0,1999022","92,9336","-0,0436963"
"124,3922","-1,074173","113,3277","-0,548341","102,2683","-0,200363","92,94964","-0,043664"
"124,4598","-1,075285","113,3774","-0,5494268","102,3014","-0,2008406","92,97494","-0,04361644"
"124,525","-1,076292","113,427","-0,5506426","102,334","-0,2012572","92,99946","-0,0435697"
"124,5919","-1,077267","113,4762","-0,5518116","102,3675","-0,2017317","93,01684","-0,04353908"
"124,6574","-1,07833","113,5259","-0,5528936","102,3999","-0,2021504","93,03301","-0,04350888"
"124,7246","-1,079287","113,5754","-0,5539676","102,4339","-0,2025889","93,04969","-0,04347911"
"124,7907","-1,080322","113,625","-0,5553479","102,4664","-0,2030654","93,06591","-0,04344981"
"124,8573","-1,081433","113,6753","-0,5565981","102,4997","-0,2035196","93,09207","-0,04340684"
"124,9242","-1,082479","113,7247","-0,5580312","102,5328","-0,2039638","93,11637","-0,04336486"
"124,9901","-1,083595","113,7742","-0,5593732","102,5665","-0,2044456","93,13366","-0,04333752"
"125,0567","-1,084307","113,8237","-0,560799","102,6","-0,2049241","93,15032","-0,04331074"
"125,1234","-1,08519","113,8735","-0,5622366","102,6329","-0,2054045","93,16606","-0,04328447"
"125,19","-1,086091","113,923","-0,563416","102,6659","-0,2058196","93,18376","-0,04325872"
"125,2564","-1,087126","113,973","-0,5645875","102,6995","-0,2063454","93,20809","-0,0432212"
"125,3228","-1,087997","114,0217","-0,56575","102,7326","-0,2068276","93,23266","-0,04318515"
"125,3897","-1,088729","114,072","-0,5671148","102,7665","-0,2072783","93,24931","-0,043162"
"125,456","-1,089362","114,1219","-0,568438","102,7998","-0,207737","93,26609","-0,04313932"
"125,5227","-1,09","114,172","-0,5696151","102,8329","-0,2081769","93,28369","-0,04311714"
"125,5888","-1,090826","114,2218","-0,5709252","102,8656","-0,2086491","93,30032","-0,04309562"
"125,655","-1,091548","114,2707","-0,5720898","102,8981","-0,2091291","93,32488","-0,04306484"
"125,7224","-1,092172","114,321","-0,5732859","102,9312","-0,2095989","93,34959","-0,04303537"
"125,7886","-1,092856","114,3703","-0,5746532","102,9642","-0,2101207","93,36626","-0,04301639"
"125,855","-1,093466","114,4198","-0,5759299","102,9988","-0,2107178","93,38275","-0,0429979"
"125,9216","-1,094207","114,4697","-0,5771602","103,0316","-0,2113147","93,40003","-0,04297994"
"125,988","-1,094906","114,5191","-0,578407","103,0648","-0,2118828","93,41626","-0,04296246"
"126,0549","-1,095579","114,5685","-0,5795941","103,098","-0,2124658","93,44194","-0,0429373"
"126,1216","-1,096225","114,6187","-0,5807838","103,1317","-0,2130234","93,46574","-0,04291337"
"126,1881","-1,096905","114,6684","-0,5821156","103,1652","-0,2136416","93,483","-0,04289834"
"126,2547","-1,097639","114,7181","-0,5832764","103,1975","-0,2142404","93,49965","-0,0428838"
"126,3214","-1,09832","114,767","-0,5844804","103,2306","-0,2147932","93,51581","-0,04286972"
"126,3873","-1,099006","114,817","-0,5855561","103,2637","-0,2153117","93,53202","-0,0428561"
"126,454","-1,099652","114,8673","-0,5868223","103,2966","-0,2158436","93,54922","-0,042843"
"126,5203","-1,100252","114,9169","-0,5879989","103,3303","-0,2164588","93,57476","-0,04282488"
"126,5864","-1,100847","114,9664","-0,5891916","103,3637","-0,2170622","93,59897","-0,0428085"
"126,6533","-1,101394","115,0155","-0,5905322","103,3963","-0,2176432","93,61578","-0,04279842"
"126,7195","-1,101967","115,0652","-0,5917229","103,4301","-0,218213","93,63211","-0,042789"
"126,7866","-1,102472","115,1152","-0,5927446","103,4629","-0,2187313","93,64965","-0,04278035"
"126,8535","-1,103043","115,1653","-0,5939678","103,4963","-0,2193408","93,66563","-0,04277234"
"126,9194","-1,10369","115,2149","-0,5952074","103,5288","-0,220021","93,6909","-0,04276149"
"126,9858","-1,104473","115,2646","-0,5965857","103,5631","-0,2205802","93,71629","-0,04275165"
"127,0527","-1,105142","115,3135","-0,597661","103,596","-0,2211464","93,73297","-0,0427457"
"127,1196","-1,10585","115,3631","-0,5989039","103,6287","-0,2216326","93,74957","-0,04274023"
"127,1861","-1,106637","115,4135","-0,6001262","103,6626","-0,2221986","93,76602","-0,04273516"
"127,2529","-1,107463","115,4627","-0,6011897","103,6946","-0,2228019","93,78326","-0,04273048"
"127,3194","-1,108216","115,5129","-0,602215","103,7278","-0,2233186","93,808","-0,0427245"
"127,3857","-1,108898","115,5624","-0,6034044","103,7615","-0,223838","93,83234","-0,04271975"
"127,4522","-1,109547","115,6126","-0,6044074","103,7934","-0,2243853","93,84999","-0,04271762"
"127,5191","-1,11032","115,661","-0,6056322","103,8282","-0,2249921","93,86686","-0,04271642"
"127,5853","-1,111116","115,7113","-0,6067322","103,8612","-0,2256119","93,88207","-0,04271624"
"127,6519","-1,111879","115,7614","-0,6076191","103,8946","-0,2261774","93,89926","-0,04271707"
"127,7186","-1,112591","115,8108","-0,6086712","103,9281","-0,2267408","93,92414","-0,0427211"
"127,7854","-1,113351","115,861","-0,609815","103,9605","-0,2272509","93,94874","-0,04272748"
"127,8514","-1,114031","115,9104","-0,6110278","103,9938","-0,2277826","93,96506","-0,04273367"
"127,9179","-1,114727","115,9603","-0,6122528","104,0268","-0,2283228","93,98182","-0,0427419"
"127,9851","-1,115487","116,0097","-0,6133362","104,0596","-0,2288856","93,99882","-0,04275203"
"128,0513","-1,116231","116,0593","-0,61455","104,0922","-0,2293883","94,01606","-0,04276324"
"128,118","-1,116915","116,1094","-0,61586","104,126","-0,2299354","94,04059","-0,0427832"
"128,1844","-1,117616","116,1586","-0,6171731","104,1595","-0,2304962","94,06592","-0,04280644"
"128,251","-1,118309","116,2079","-0,6184906","104,1919","-0,2310662","94,08181","-0,04282424"
"128,3174","-1,118975","116,2581","-0,6196653","104,2259","-0,2315783","94,09866","-0,04284381"
"128,3845","-1,119507","116,308","-0,6208442","104,2593","-0,2320961","94,11548","-0,04286493"
"128,4502","-1,120001","116,3576","-0,6218416","104,2917","-0,2326242","94,13309","-0,04288692"
"128,5172","-1,120438","116,4072","-0,6230668","104,3247","-0,2332022","94,15726","-0,04292316"
"128,584","-1,120906","116,4568","-0,62432","104,3582","-0,2338249","94,18247","-0,04296386"
"128,6509","-1,121461","116,5066","-0,6252239","104,3919","-0,2344418","94,19809","-0,04299296"
"128,7187","-1,122007","116,5566","-0,6263678","104,4248","-0,2349631","94,2159","-0,04302272"
"128,7838","-1,122467","116,6061","-0,6276289","104,4588","-0,2354727","94,23194","-0,04305391"
"128,8501","-1,123016","116,6557","-0,6288532","104,4911","-0,2360512","94,24946","-0,04308701"
"128,9156","-1,123546","116,7053","-0,629893","104,5241","-0,2367203","94,26618","-0,04312176"
"128,9832","-1,124075","116,7552","-0,6308609","104,5565","-0,2374489","94,29047","-0,04317617"
"129,0497","-1,124557","116,8044","-0,6319913","104,5904","-0,2381239","94,31629","-0,04323128"
"129,117","-1,124971","116,8547","-0,6331164","104,6236","-0,238709","94,33126","-0,04326898"
"129,1826","-1,125377","116,9041","-0,6341846","104,6564","-0,2393156","94,34824","-0,04330782"
"129,2504","-1,125821","116,9537","-0,6352568","104,6893","-0,240083","94,36512","-0,0433475"
"129,3163","-1,126201","117,0036","-0,6361656","104,7227","-0,2407887","94,38275","-0,04338774"
"129,3834","-1,126491","117,0527","-0,6371262","104,7554","-0,2414414","94,40695","-0,04344944"
"129,4497","-1,126741","117,1028","-0,638105","104,7895","-0,2420921","94,43208","-0,04351228"
"129,5161","-1,12701","117,1525","-0,6393012","104,8218","-0,2427425","94,44858","-0,04355516"
"129,5824","-1,127269","117,2022","-0,6405556","104,8554","-0,243441","94,46539","-0,04359848"
"129,6492","-1,127501","117,2526","-0,6415039","104,8883","-0,2441073","94,48209","-0,04364197"
"129,7163","-1,127728","117,3012","-0,6423578","104,9212","-0,2447529","94,49848","-0,04368528"
"129,7826","-1,127952","117,3515","-0,6434024","104,9551","-0,2454364","94,52381","-0,04375021"
"129,8502","-1,128196","117,4012","-0,6444344","104,9882","-0,2461087","94,54766","-0,04381534"
"129,9156","-1,128665","117,4509","-0,6454751","105,021","-0,2468336","94,56506","-0,0438594"
"129,9823","-1,129409","117,5008","-0,6463738","105,054","-0,2475166","94,58166","-0,04390518"
"130,0478","-1,130322","117,5507","-0,6472108","105,088","-0,248146","94,59839","-0,0439525"
"130,1155","-1,131187","117,5999","-0,6481556","105,1206","-0,2487216","94,61555","-0,0440008"
"130,1822","-1,131938","117,65","-0,6490929","105,1534","-0,2492716","94,63951","-0,04407485"
"130,2481","-1,132605","117,7001","-0,6499531","105,1874","-0,2498765","94,66472","-0,04415103"
"130,3149","-1,133205","117,7499","-0,6508432","105,2201","-0,2505313","94,68134","-0,0442033"
"130,3824","-1,13377","117,7997","-0,651748","105,253","-0,2512674","94,69768","-0,04425684"
"130,4476","-1,134314","117,8488","-0,6526568","105,287","-0,2518964","94,71476","-0,04431158"
"130,5146","-1,134888","117,8988","-0,6534868","105,3198","-0,252502","94,73121","-0,04436797"
"130,5816","-1,135401","117,9491","-0,6543464","105,3525","-0,25318","94,75592","-0,04445663"
